code;traduction;paragraphe;marqueur;ecritures_rattachees
64-0823M;SKN;162;"Mais premièrement, vous voyez, c’est tout ce... Personne, Jésus Lui-même déclara : «Le Fils ne peut rien faire de Lui-même, Il ne fait que ce qu’Il voit faire au Père; et tout ce que le Père fait, Le ";Jean 5:19, 1 Timothee 2:9
64-0823M;SKN;172;Satan était l’ange le plus beau. Il était le chérubin le plus important. Regardez comment les femmes changent par rapport à ce qu’elles étaient auparavant. Combien se souviennent de Pearl... avoir lu ;1 Timothee 2:9
64-0823M;SKN;181;Maintenant, si pour vous je ne deviens simplement pas trop ordinaire, voyez-vous, cela devient juste quelque chose d’ordinaire. Vous y passez un jour et vous y repassez le jour suivant. Voyez? C’est –;Romains 26:0
64-0823M;SKN;193;Mais alors, observez l’âge pentecôtiste. Après qu’Il fut venu là, Il fit la promesse d'El Shaddaï, «Tète Mon sein». La question est : Peux-tu téter? Cela fut présenté aux pentecôtistes, voyez-vous? Po;(aucune ref proche)
64-0823M;SKN;199;L’un ou l’autre. Je prends Seigneur Jésus-Christ, voyez-vous parce que je pense qu’Il est notre Seigneur. Maintenant, le nom seul de Jésus, tel que certains de nos frères en font usage dans le baptême;(aucune ref proche)
64-0823M;SKN;208;Bien sûr que oui! Jésus l’a fait quand on n’était pas d’accord avec Lui. Allez-y. Nous remarquons qu’il est dit ici : «Devrions-nous aller à une autre église, celle qui n’est pas d’accord avec vous?» ;Marc 16:0
64-0823M;SKN;216;Merci, mon frère, du fait que vous me prenez pour votre – votre frère et je pense que c’est une très bonne question. Oui, mes amis, c’est une petite négligence. J’aimerais traiter de cela un peu plus ;Apocalypse 20:4
64-0823M;SKN;222;Maintenant, vous y êtes, à propos de la question d’il y a quelques instants. Vous voyez? Au jugement. Jésus... l’Église, l’Epouse est enlevée. Elle part dans la Gloire, est enlevée là-haut et est mari;Apocalypse 20:4
64-0823M;SKN;229;Eh bien, c’est probablement un garçon, à propos de son papa. Regardez, mon cher frère, vous êtes béni si vous prenez soin de votre papa, car votre papa a pris soin de vous quand vous ne pouviez pas pr;(aucune ref proche)
64-0823M;SKN;237;Et Junior se retourna pour regarder, et il me vit partir vers l’ouest, vers le soleil couchant, passant d’une montagne à une autre, très vite, devenant simplement... Et puis, ils se retournèrent pour ;(aucune ref proche)
64-0823M;SKN;243;Ne vous ai-je pas dit que si jamais un message était prêché, il le serait ici même dans ce Tabernacle, et que si je devais faire quoi que ce soit, je viendrais ici et vous le dirais premièrement, dire;(aucune ref proche)
64-0823M;SKN;250;Si je laissais ces gens rester là-bas et commencer à vivre d’aumônes, que va-t-il se passer? Et puis, c’est exactement ce que les dénominations et tous les autres attendent. «Ah, ah, je vous ai dit ce;(aucune ref proche)
64-0823M;SKN;258;Un prédicateur est venu me voir, l’autre jour, et m’a dit : «Frère Branham, ils commencent à pratiquer là-bas le culte le plus horrible que vous ayez jamais vu.» Il dit : «Chaque matin, ils sortent to;(aucune ref proche)
64-0823M;SKN;264;Maintenant, la Bible dit... Et si vous m’appelez prophète (je ne dis pas que je le suis, mais puisque vous m’appelez ainsi) souvenez-vous, je vous le dis au nom d’un prophète, voyez-vous?... au nom d’;(aucune ref proche)
64-0823M;SKN;272;Maintenant, tout ce que vous faites, Frère ou Soeur (c’est peut-être une personne jeune ou âgée, peu importe), vous avez dit... Elle n’arrive tout simplement pas à s’abandonner entièrement. Abandonnez;(aucune ref proche)
64-0823M;SKN;287;Selon mon opinion, si Dieu va juger l’église par le monde – c’est ce que dit l’église catholique... alors j’ai demandé à cet homme qui me questionnait... Il m’a dit : «Dieu jugera le monde par l’églis;(aucune ref proche)
64-0823M;SKN;300;Viens, c’est ce que nous voulons. Viens simplement, Père, nous attendons. Viens, Seigneur, prends-nous dans Tes bras. Pardonne-nous nos péchés. Il n’y a – il n’y a plus de justice dans ce monde. Une c;(aucune ref proche)
64-0823M;SKN;308;"Avez-vous faim? Très bien. J’ai faim de plus de questions. «L’homme ne vivra pas de pain seulement, mais de toute Parole qui sort de la bouche de Dieu.» Maintenant; je suis peut-être... certaines de c";(aucune ref proche)
64-0830E;SKN;2;Il a dit : «Frère Branham, les gens m’ont demandé si vous pouviez finir de répondre à ces questions.» Et je – je – je ne veux jamais me dérober à mon devoir. J’apprécie Frère Neville. Et peut-être que;(aucune ref proche)
64-0830E;SKN;9;Bien, passons maintenant aux questions aussi rapidement que possible et voyons si nous pouvons prendre le... Il y en a encore une autre ici quelque part. On y a mentionné «Numéro 3». Je crois que c’es;(aucune ref proche)
64-0830E;SKN;18;L’autre jour, il a été demandé dans une question : «Nous savons pourquoi vous êtes allé en Arizona pour la première fois, c’était pour ces Anges qui sont apparus. Pourquoi y êtes-vous retourné pour la;Romains 7:14
64-0830E;SKN;24;Si je devais prêcher ce soir, je prêcherais sur le sujet (je l’ai noté ici dans la Bible) : «La Vigne qui a été transplantée d’Egypte en Palestine». Combien parmi vous ont jamais su que Dieu avait dit;Romains 7:14
64-0830E;SKN;33;Je me souviens d’un Indien à Phœnix, en Arizona. Billy passait là, pour distribuer les cartes de prière. D’habitude, il se tient là et distribue les cartes de prière. Et ce sont les gens qui sont capa;(aucune ref proche)
64-0830E;SKN;40;C’était là-bas à Meridian, dans le Mississipi. Beaucoup d’entre vous, unitariens, Frère Bigby tenait – parrainait mes réunions, c’est un frère unitarien. Et un soir, lors d’une réunion, Billy Paul éta;(aucune ref proche)
64-0830E;SKN;47;Maintenant, si cette femme n’avait pas exécuté ce que Dieu lui avait ordonné, peut-être qu’elle aurait reçu une réprimande de l’Esprit, voyez-vous, et elle aurait désobéi à Dieu. Chaque fois, si vous ;Apocalypse 22:8
64-0830E;SKN;65;"Puis, il y a un Ange surnaturel qui vient d’en haut, de la part du Seigneur, un Messager comme Gabriel et – et Michaël, Absinthe [Frère Branham dit Woodworm ; en anglais, c’est «Wormwood» qui signifie";Malachie 4:0, Apocalypse 7:0, Malachie 4:0
64-0830E;SKN;81;Je crois peut-être que, si le Seigneur le permet, ceci est un petit groupe qui en fait partie. Peut-être qu’il y a un autre petit groupe en Asie, un là, en Allemagne, un autre là, ailleurs. Lorsque j’;Job 14:21, Job 14:0
64-0830E;SKN;87;Oui. Job 14, c’est : « Si un homme meurt, revivra-t-il?» Oh, si un homme meurt... Job parle de la résurrection (je pense que j’ai eu cette question l’autre matin, n’est-ce pas? Ou était-ce chez Charli;Job 14:0
64-0830E;SKN;93;Les incroyants passeront par la période de tribulation avec les vierges endormies, et tous les autres (incroyants et vierges endormies), et le reste d’Israël qui doit être retiré. 405. Frère Branham, ;(aucune ref proche)
64-0830E;SKN;103;Je bondis, le percuteur de mon fusil tiré en arrière, je dis : «Maintenant, lequel d’entre vous veut mourir le premier pour ne pas voir les autres?» Ils se mirent à crier. Je dis : «Ne criez pas, parc;(aucune ref proche)
64-0830E;SKN;111;Dieu a créé l’homme pour qu’il ait l’air d’un homme, qu’il agisse comme un homme et qu’il s’habille comme un homme. Il a créé la femme pour qu’elle fasse de même, qu’elle s’habille comme une femme, qu;Marc 16:0, 2 Timothee 4:0, Matthieu 24:28
64-0830E;SKN;117;Ainsi donc, si – s’il y avait quelque chose que je désirais faire, et que je me sentais conduit à le faire, je le ferais. Oui, monsieur! Il n’y a rien qui dit de ne pas le faire. Il n’y a rien, Sœur, ;Marc 16:0, 2 Timothee 4:0, Matthieu 24:28, Apocalypse 12:0
64-0830E;SKN;123;C’est au sujet du contrôle des naissances. Je – je... Laissez-moi vous en parler en – en privé (voyez-vous?), comme je l’ai dit ce matin. Premièrement, les cinq vierges folles seront-elles sauvées pen;Matthieu 24:28, Apocalypse 12:0, Marc 16:18
64-0830E;SKN;132;Mais laissez-moi vous dire ceci, en tant que frère Chrétien à un frère Chrétien : si vous avez un plant de tabac, vendez-le à quelqu’un d’autre et tentez votre chance dans le maïs. Je crois que ce ser;Apocalypse 12:0, Marc 16:18, Marc 16:0
64-0830E;SKN;138;"Parlez-lui avec amour. Je ne... Je crois que j’ai répondu à cela, mais je – je ne... N’essayez pas de forcer quelqu’un à accepter quelque chose. Soyez simplement salé; ils auront envie d’être comme vo";Marc 16:18, Marc 16:0, Apocalypse 10:0, Malachie 4:0
64-0830E;SKN;152;Je vous ai dit que j’y répondrai en privé. Vous qui avez ces questions, venez me voir en privé. Cher Frère Branham, nous avons un enseignant qui – vous savez que l’Ecriture dit... Oui, j’ai eu celle-l;Apocalypse 10:0, Malachie 4:0, Apocalypse 10:0, Malachie 4:0, Genese 6:3, Malachie 4:0
64-0830E;SKN;174;Eh bien, qu’est-ce que c’est? Maintenant, pour vous montrer qu’il s’agit du communisme et non de ces gens de couleur, c’est de cette façon que le communisme s’est toujours infiltré pour prendre le pou;(aucune ref proche)
64-0830E;SKN;182;Je – je n’aime pas parler du divorce. Cela – cela ... Il – je – je – je – j’en parlerai un peu plus tard. 428. Frère Branham, Frère (juste une minute. Ceci concerne l’un des ministres ici. Laissez-moi;(aucune ref proche)
64-0830E;SKN;190;En Christ. Oui! Dans le dernier jour, ils se rassembleront en Christ. N’oubliez pas cela maintenant. Nous avons un lieu de rassemblement, nous en avons un sans doute. 431. Nous sommes appelés... (Main;(aucune ref proche)
64-0830E;SKN;200;Je me souviens lorsqu’on a eu un jour d’une petite collecte publique pour réunir nos premiers sous. Et je me souviens que Hope se tenait là au coin. Elle était juste une jeune fille d’environ seize an;(aucune ref proche)
64-0830M;SKN;2;"Ceci est en quelque sorte un petit soulagement pour moi, juste un petit peu. J’ai eu des services ici derrière, des entrevues; je devais avoir des entrevues ou soit – ou – ou prendre les questions et ";(aucune ref proche)
64-0830M;SKN;10;Maintenant, prions encore. Seigneur Jésus, ces questions se trouvent ici devant nous, Père. Je ne puis y répondre, Seigneur. Je – je suis insuffisant pour ces questions, mais je sais que Tu es le Tout;(aucune ref proche)
64-0830M;SKN;24;"Maintenant, si je... Je pense que si vous jouez la bande... (Je ne sais pas qui a écrit ceci; il n’y est mentionné de nom, c’est juste un petit morceau de papier avec des écrits à l’encre bleue, tiré ";(aucune ref proche)
64-0830M;SKN;36;Ainsi – ainsi maintenant, je crois que cette personne est simplement... Je vais penser qu’elle est simplement nerveuse. S’il n’y a rien qui vous condamne, allez juste de l’avant et dites simplement : ;(aucune ref proche)
64-0830M;SKN;48;Or, ces dons sont dans le Saint-Esprit. Maintenant, si cette assemblée, ce matin, ce – juste une belle et confortable église pleine de... (les pièces annexes, bien entendu, sont remplies). Mais dans l;(aucune ref proche)
64-0830M;SKN;55;Maintenant, je ne voudrais pas embarrasser cette foule ni même moi-même vis-à-vis de vous. Mais je me demande, si je pouvais demander ce matin qui, dans cet auditoire ou parmi ces gens, a le Saint-Esp;Ezechiel 9:0
64-0830M;SKN;63;Maintenant, si j’enseignais cela de cette manière, les gens chercheraient à s’emparer de cela sans avoir ce que cette personne possède. Voyez-vous? Le Saint-Esprit parle effectivement en langues, mais;Ezechiel 9:0
64-0830M;SKN;69;Quoi donc? Permettez-moi de vous poser ici, juste une minute, une petite question déconcertante. Je pourrais demander : Combien ont le Saint-Esprit? Vous lèveriez tous la main. Je dirais : «Très bien,;Ezechiel 9:0
64-0830M;SKN;78;Je vais dire ceci : je viens de regarder quelqu’un il y a quelques minutes. Il me posait des questions l’autre jour au sujet d’un bon garçon. Nous faisions la chasse à l’écureuil. Ce matin-là, j’en av;(aucune ref proche)
64-0830M;SKN;86;Bon! Mais je voudrais... Si les gens disent : «Eh bien alors, Frère Branham, vous ne croyez pas que nous devrions parler en langues?» (voyez?) alors, vous avez carrément mal compris ce que je viens de;(aucune ref proche)
64-0830M;SKN;113;Mais vous voyez, Sa vie s’est partagée le jour de la Pentecôte. Lorsque cette Colonne de Feu descendit, Elle Se divisa en forme des langues et Se posa sur chacun d’eux, Dieu Se divisant parmi Son peup;(aucune ref proche)
64-0830M;SKN;121;"Ainsi, soeur ou frère, qui que vous soyez, ou plutôt frère, c’est ici, car il a posé la question au sujet de sa femme, soyez simplement salé; elle deviendra assoiffée, s’il y a quelque chose en elle q";(aucune ref proche)
64-0830M;SKN;127;"Et maintenant, souvenez-vous-en : allez à l’église quelque part, à un endroit. Si... Je – je pourrais mentionner une certaine église dénominationnelle, mais je n’aimerais pas le faire; en effet, cette";(aucune ref proche)
64-0830M;SKN;133;« Et qu’en est-il de mon frère et ma soeur qui sont catholiques? Merci. » Je vous demanderai, Madame C-o-r-n-i-l-s-e-n... Si la dame est ici, – voyez Billy Paul ce matin. Et – et sinon, eh bien, je va;(aucune ref proche)
64-0830M;SKN;142;Le temps n’est point fini avant que... Celui qui a posé la question doit être un post-millénariste ou quelque chose comme cela. Car (voyez-vous?) nous avons une période de mille ans après le départ de;(aucune ref proche)
64-0830M;SKN;150;Ainsi, c’est ce jour du Sabbat où l’Eglise n’aura plus à lutter contre le péché. Et Satan est lié pour un peu de temps, pour mille ans, parce que ses sujets sont tous en enfer, et ses... L’Eglise qui ;(aucune ref proche)
64-0830M;SKN;156;Voici la question qui fut posée l’autre jour : «Une annulation – annulation – une annulation était-elle la même chose qu’un divorce?» Voyez–vous? Lorsque vous me posez ces questions, mes amis, vous ne;(aucune ref proche)
64-0830M;SKN;167;Maintenant, ce n’est pas de cette manière que je vous parle très souvent, c’est parce que vous êtes mes enfants, comme je vous appelle. Je vous ai engendrés à Christ par l’Evangile. Et tandis que nous;(aucune ref proche)
64-0830M;SKN;174;Souvenez-vous, lorsque vous me demandez de vous dire quelque chose, et que je ne le reçois pas du Seigneur, je suis aussi déçu. Mais je ne vais pas être un hypocrite ou un menteur, je vais vous dire l;(aucune ref proche)
64-0830M;SKN;186;Et maintenant, mais couper les cheveux, je – je – je – je vous dirai ceci. Je ne puis – je – je n’ai aucune – aucune Ecriture pour dire que vous pouvez en couper une certaine partie et que vous ne pou;Apocalypse 11:3, Apocalypse 11:4, Zacharie 4:0, Zacharie 4:121, Apocalypse 11:0, Zacharie 4:0
